VOICE_CALL,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
SYSTEM,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
RING,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
MUSIC,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
ALARM,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
NOTIFICATION,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
BLUETOOTH_SCO,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
ENFORCED_AUDIBLE,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
DTMF,-72,-64,-56,-48,-40,-32,-24,-16,-8,0
TTS,-72,-64,-56,-48,-40,-32,-24,-16,-8,0s
