ALARM,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
BLUETOOTH_SCO,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
DTMF,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
ENFORCED_AUDIBLE,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
MUSIC,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
NOTIFICATION,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
RING,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
SYSTEM,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
TTS,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
VOICE_CALL,-40,-36,-32,-28,-24,-20,-16,-12,-8,-4,0
